id,latitude,longitude
1,49.236802,2.887699
2,48.867429,2.813369
3,48.894811,2.794229
4,48.683345,2.956902
5,48.861924,3.341367
6,48.801006,2.985533
7,48.886352,2.824806
8,48.941582,2.892441
9,48.94406,2.864255
10,49.037219,2.804373
