origin_id,destination_id,distance_km,time_min
0,1,43.527800000000006,50.6155
0,2,35.52611,31.178166666666662
0,3,15.05246,21.14
0,4,10.85141,16.46333333333333
0,5,16.0742,14.186
0,6,43.52451,45.37133333333334
0,7,17.56049,17.237833333333334
0,8,22.45311,20.3
0,9,29.77732,34.1525
0,10,17.81759,16.290166666666668
0,11,17.72614,17.690166666666666
0,12,25.30232,35.04233333333333
0,13,3.4609,9.1185
0,14,35.56243,35.37433333333333
0,15,59.35856,50.584
0,16,42.27088,47.89633333333334
0,17,0.25758,0.6578333333333333
0,18,13.25144,15.347833333333334
0,19,23.80914,24.666333333333338
0,20,26.88603,32.308166666666665
1,0,43.12774,49.68066666666667
1,2,51.5805,44.64216666666667
1,3,66.91894,64.43766666666667
1,4,62.717879999999994,59.761
1,5,39.93823,47.63666666666666
1,6,44.42768,45.467666666666666
1,7,42.64846,45.92066666666666
1,8,67.79689,62.45583333333333
1,9,63.16817,73.56083333333332
1,10,41.93721,49.5395
1,11,32.39408,37.788
1,12,46.86737,55.1355
1,13,45.73675,55.009
1,14,43.00316,41.62016666666667
1,15,12.18072,15.016833333333333
1,16,67.94077,78.85133333333333
1,17,43.241769999999995,49.702666666666666
1,18,41.62792,50.300333333333334
1,19,69.15292,66.82216666666666
1,20,19.16069,24.121
2,0,35.05368,30.012
2,1,51.41484,44.515
2,3,51.38788,44.064166666666665
2,4,47.18682,39.3875
2,5,23.84978,23.3915
2,6,23.65531,26.442
2,7,17.540119999999998,19.8205
2,8,29.90565,32.205
2,9,57.83325,45.98166666666667
2,10,25.59316,25.49566666666667
2,11,27.95863,26.760166666666667
2,12,66.25349,55.75016666666667
2,13,37.662690000000005,35.34016666666666
2,14,15.69323,16.445
2,15,41.20073,31.645666666666667
2,16,70.3268,59.7255
2,17,35.16771,30.034
2,18,29.09195,30.405166666666663
2,19,44.48507,42.973499999999994
2,20,37.5505,39.626
3,0,14.53846,20.448500000000003
3,1,67.00813000000001,64.02466666666666
3,2,51.16353,44.19666666666667
3,4,4.56983,7.633833333333333
3,5,31.71162,27.2045
3,6,59.16193,58.38983333333333
3,7,33.197900000000004,30.256333333333338
3,8,20.55897,22.331333333333337
3,9,15.69464,15.564666666666666
3,10,33.455,29.308833333333332
3,11,33.363550000000004,30.708666666666662
3,12,25.44925,31.348666666666663
3,13,13.94788,22.653
3,14,51.199839999999995,48.392833333333336
3,15,74.99598,63.6025
3,16,28.1882,29.3085
3,17,14.37001,19.986333333333334
3,18,20.02806,23.790000000000003
3,19,8.354379999999999,11.3505
3,20,42.81276999999999,46.74133333333334
4,0,10.86123,16.379166666666666
4,1,63.3309,59.95516666666666
4,2,47.4863,40.12733333333333
4,3,5.11904,8.302
4,5,28.03439,23.135166666666667
4,6,55.4847,54.3205
4,7,29.52067,26.186833333333333
4,8,17.375130000000002,18.520666666666667
4,9,19.8439,21.3145
4,10,29.77777,25.23933333333333
4,11,29.68633,26.639166666666664
4,12,23.992330000000003,32.2545
4,13,10.27065,18.583666666666662
4,14,47.52261,44.32333333333334
4,15,71.31874,59.533166666666666
4,16,32.33746,35.05833333333333
4,17,10.69279,15.917
4,18,16.35083,19.7205
4,19,10.71597,14.350833333333332
4,20,39.13554,42.67183333333333
5,0,15.04365,14.663
5,1,39.64957,47.357
5,2,23.85145,23.904666666666667
5,3,31.37785,28.71516666666667
5,4,27.17679,24.0385
5,6,34.254400000000004,38.016666666666666
5,7,7.02341,8.159833333333333
5,8,17.85801,25.073333333333338
5,9,57.52068,40.540333333333336
5,10,2.66903,4.160166666666667
5,11,7.79095,11.28
5,12,46.24346,40.40116666666667
5,13,17.652669999999997,19.991333333333333
5,14,26.29231,28.01966666666667
5,15,50.088449999999995,43.22933333333334
5,16,70.01423,54.28416666666667
5,17,15.15768,14.685
5,18,6.32944,10.005333333333336
5,19,33.611839999999994,31.099666666666668
5,20,23.0078,29.049833333333332
6,0,46.73425,44.45116666666667
6,1,44.114230000000006,44.979
6,2,28.90863,26.607166666666668
6,3,63.06845,58.50333333333333
6,4,58.86739,53.82666666666667
6,5,37.64524,37.58233333333333
6,7,31.63816,31.699
6,8,63.94641,56.5215
6,9,92.54248,70.35799999999999
6,10,40.08549,41.008833333333335
6,11,36.18805,36.5785
6,12,77.93407,70.18933333333332
6,13,49.34327,49.7795
6,14,8.322790000000001,11.281
6,15,33.90011,32.10966666666666
6,16,105.03603,84.10183333333333
6,17,46.84829,44.473166666666664
6,18,41.55114,42.90233333333333
6,19,65.30244,60.88783333333333
6,20,32.56286,41.399166666666666
7,0,19.69384,16.586333333333332
7,1,42.37495,45.80283333333333
7,2,17.63896,19.408666666666665
7,3,36.028040000000004,30.6385
7,4,31.82698,25.961833333333335
7,5,7.0699499999999995,8.087166666666667
7,6,28.06196,31.741833333333332
7,8,29.32378,27.916833333333333
7,9,57.25137,41.693333333333335
7,10,9.5102,11.513666666666667
7,11,9.45585,11.161666666666669
7,12,50.89365,42.32449999999999
7,13,22.30286,21.91466666666667
7,14,20.09988,21.744833333333336
7,15,43.89601,36.9545
7,16,69.74493,55.43733333333333
7,17,19.80787,16.608333333333334
7,18,12.52375,15.656333333333333
7,19,38.26203,33.023
7,20,24.14902,28.640666666666668
8,0,24.0565,21.668833333333335
8,1,69.98814999999999,63.651833333333336
8,2,29.94417,32.42616666666667
8,3,22.43112,23.696166666666667
8,4,18.94476,19.641
8,5,34.69164,26.831666666666667
8,6,59.34932,56.57833333333333
8,7,29.529,28.5985
8,9,28.02779,24.401166666666665
8,10,20.23316,26.632
8,11,36.34358,30.335833333333333
8,12,40.76144,44.92783333333333
8,13,18.75794,23.997333333333337
8,14,51.38723,46.58116666666667
8,15,76.89473,61.78183333333333
8,16,40.52135,38.145
8,17,19.18007,21.330666666666666
8,18,16.59459,21.371666666666663
8,19,9.55804,13.732
8,20,45.79279,46.36833333333333
9,0,30.9062,35.592
9,1,63.90104,74.39783333333334
9,2,59.602410000000006,48.372166666666665
9,3,17.014400000000002,17.12
9,4,20.93757,22.777333333333335
9,5,48.07936,42.348166666666664
9,6,89.00755000000001,72.52416666666666
9,7,59.18723000000001,44.5445
9,8,28.39315,29.134833333333333
9,10,49.82275,44.45233333333333
9,11,49.731300000000005,45.85216666666667
9,12,26.235709999999997,29.276
9,13,30.31563,37.79666666666667
9,14,81.04547,62.527166666666666
9,15,106.55298,77.72783333333334
9,16,12.79874,16.2785
9,17,30.73776,35.13
9,18,36.3958,38.9335
9,19,20.36743,19.53483333333333
9,20,59.180510000000005,61.88483333333333
10,0,12.49459,17.778666666666666
10,1,41.91485,49.62766666666666
10,2,25.7356,26.24233333333333
10,3,25.14547,31.2075
10,4,20.94441,26.53083333333333
10,5,2.85006,4.640333333333333
10,6,36.91688,41.9405
10,7,9.68589,12.083666666666666
10,8,16.008860000000002,22.49683333333333
10,9,51.82504,42.47383333333333
10,11,10.05623,13.550833333333332
10,12,50.15949,43.78483333333334
10,13,14.76996,23.205
10,14,28.95479,31.943499999999997
10,15,52.75092,47.15316666666667
10,16,64.31859,56.217666666666666
10,17,12.60862,17.800666666666665
10,18,4.77446,7.246833333333333
10,19,23.33389,31.81683333333333
10,20,25.27307,31.3205
11,0,12.1462,17.473333333333336
11,1,32.18794,37.43983333333333
