origin_id,destination_id,distance_km,duration_min
3,19,42.68995,50.12016666666667
3,20,36.15142,36.167833333333334
3,21,268.30903,172.57866666666666
3,22,37.633489999999995,35.4195
3,23,46.473589999999994,42.986999999999995
3,24,51.55263,44.83433333333333
3,25,25.26929,25.12683333333333
3,26,28.01943,26.572333333333333
3,27,21.841939999999997,27.603666666666665
3,28,53.61699,48.65233333333333
3,29,35.91589,33.6685
4,1,33.29075,32.5275
4,2,24.5028,28.2015
4,3,43.84045,40.344833333333334
4,5,53.733160000000005,51.781666666666666
4,6,90.15745,71.13633333333334
4,7,62.67129,61.76116666666667
4,8,22.85934,27.9415
4,9,42.87275,40.913333333333334
4,10,1.75247,3.440833333333333
4,11,89.89119000000001,70.462
4,12,36.71325,39.76533333333334
4,13,17.50919,21.961
4,14,77.32248,56.81916666666667
4,15,11.82245,15.558833333333332
4,16,20.59183,22.50133333333333
4,17,28.72483,24.709333333333333
4,18,24.11034,30.502666666666663
4,19,68.07155999999999,53.24083333333333
4,20,25.57248,30.1625
4,21,307.30581,198.0445
4,22,27.84687,32.93783333333333
4,23,48.25411,46.18716666666667
4,24,11.64398,11.246333333333332
4,25,23.82348,28.1715
4,26,29.79995,29.772333333333332
4,27,19.28714,22.390333333333334
4,28,7.17056,9.389333333333331
4,29,24.5028,28.2015
5,1,21.89182,26.908666666666665
5,2,28.31975,32.29233333333333
5,3,25.88046,31.476
5,4,53.82071,51.835
5,6,16.916520000000002,19.4625
5,7,19.48418,21.911833333333337
5,8,40.45353,47.31516666666666
5,9,41.18168,50.314499999999995
5,10,53.4687,49.84466666666666
5,11,16.65024,18.788333333333338
5,12,19.00427,26.533
5,13,48.45868,47.57483333333333
5,14,13.4765,15.534
5,15,63.81363,61.977999999999994
5,16,32.04159,35.31483333333333
5,17,59.29978,71.76283333333335
5,18,42.62078,51.602666666666664
5,19,28.46297,27.508666666666667
5,20,29.96063,36.096
5,21,284.07309000000004,190.801
5,22,33.806290000000004,41.404833333333336
5,23,22.72832,28.008166666666668
5,24,59.668800000000005,52.95783333333333
5,25,28.99297,31.039499999999997
5,26,22.66171,28.488666666666667
5,27,41.3903,38.4415
5,28,61.733160000000005,56.776
5,29,28.31975,32.29233333333333
6,1,38.81299,46.47083333333333
6,2,45.24092,51.8545
6,3,42.969199999999994,50.91733333333333
6,4,70.74188000000001,71.39733333333334
6,5,16.921169999999996,19.562333333333335
6,7,17.71528,19.848333333333336
6,8,57.542269999999995,66.7565
6,9,58.270410000000005,69.75583333333334
6,10,88.40691000000001,68.39899999999999
6,11,0.26627,0.6743333333333333
6,12,35.92543,46.09533333333333
6,13,65.37985,67.13716666666667
6,14,13.07389,15.561333333333332
6,15,96.99011,80.41466666666666
6,16,48.96276,54.87716666666667
6,17,118.22566,90.65033333333334
6,18,59.70951,71.04400000000001
6,19,27.95324,27.10216666666667
6,20,48.43768,54.636
6,21,289.82619,209.7695
6,22,61.05584,51.121833333333335
6,23,32.03987,32.3165
6,24,71.48942,61.5855
6,25,45.91414,50.60183333333334
6,26,39.58288,48.051
6,27,58.31146,58.00366666666666
6,28,96.67139,75.33033333333333
6,29,45.24092,51.8545
7,1,30.83852,37.233666666666664
7,2,37.26645,42.617333333333335
7,3,45.40953,53.5895
7,4,62.767410000000005,62.16
7,5,19.52906,22.1135
7,6,17.701150000000002,19.789833333333338
7,8,54.86545,57.931666666666665
7,9,73.87908,72.127
7,10,62.41539,60.169666666666664
7,11,17.43488,19.1155
7,12,33.16314,41.00683333333333
7,13,57.405379999999994,57.899833333333326
7,14,6.232270000000001,7.2266666666666675
7,15,72.76032000000001,72.30316666666666
7,16,40.98829,45.64
7,17,92.23413,82.421
7,18,59.50021,64.90183333333333
7,19,21.21875,19.201166666666666
7,20,37.63567,45.3745
7,21,303.60215999999997,212.9145
7,22,54.321349999999995,43.221
7,23,25.30538,24.415666666666667
7,24,64.75493,53.6845
7,25,37.93966,41.36466666666667
7,26,31.608400000000003,38.81366666666667
7,27,50.33699,48.76649999999999
7,28,70.67986,67.101
7,29,37.26645,42.617333333333335
8,1,25.0585,27.13883333333333
8,2,19.6585,24.054166666666667
8,3,18.98927,22.833166666666667
8,4,22.85022,27.842
8,5,45.500910000000005,46.393
8,6,65.27282,65.84466666666667
8,7,54.43904,56.372499999999995
8,9,16.60796,20.122833333333332
8,10,22.57065,27.57016666666667
8,11,65.00655,65.17033333333333
8,12,19.91787,21.4585
8,13,7.74473,9.310666666666666
8,14,52.43785,51.5275
8,15,34.03489,39.29083333333333
8,16,15.74752,18.353833333333338
8,17,24.28709,29.398000000000003
8,18,4.6353,6.970666666666667
8,19,47.77001,48.33716666666667
8,20,20.72817,26.015
8,21,289.95328,189.0345
8,22,23.00257,28.790333333333333
8,23,40.02186,40.7985
8,24,28.39656,31.658333333333335
8,25,18.4566,21.499666666666663
8,26,21.27234,23.456666666666667
8,27,10.44031,11.377333333333333
8,28,21.96283,27.6555
8,29,19.6585,24.054166666666667
9,1,43.82172,42.47933333333334
9,2,35.91804,43.49466666666667
9,3,15.54264,20.00183333333333
9,4,42.30981,39.918
9,5,40.44755,49.45233333333333
9,6,57.76756,68.735
9,7,59.93173,71.36416666666668
9,8,16.26008,19.441
9,10,43.50377,38.703833333333336
9,11,57.57291,68.16816666666666
9,12,27.087349999999997,33.214
9,13,24.00427,28.751166666666663
9,14,53.92404,64.9865
9,15,49.97325,48.06716666666667
9,16,32.00706,37.794333333333334
9,17,18.62189,22.7255
9,18,12.05511,14.254333333333332
9,19,66.53322,63.6775
9,20,36.98771,45.4555
9,21,283.59444,190.726
9,22,39.26211,48.23083333333333
9,23,58.78507,56.13883333333333
9,24,52.292449999999995,44.45283333333334
9,25,37.580769999999994,38.27883333333333
9,26,40.33092,39.72416666666666
9,27,26.69985,30.817833333333333
9,28,35.718160000000005,36.212333333333326
9,29,35.91804,43.49466666666667
10,1,32.96302,30.802833333333336
10,2,24.17506,26.47683333333333
10,3,43.51271,38.62
10,4,1.7618699999999998,3.5025
10,5,53.40541,50.057
10,6,87.92492,68.3495
10,7,62.34355,60.0365
10,8,22.70414,28.01966666666667
10,9,46.79922,42.80016666666667
10,11,87.65865,67.67533333333333
10,12,36.38551,38.04066666666667
10,13,17.353990000000003,22.039166666666667
10,14,75.08995,54.0325
10,15,13.1775,16.478333333333335
10,16,20.26409,20.7765
10,17,32.65131,26.596333333333337
10,18,25.51686,32.58383333333333
10,19,65.83902,50.454166666666666
10,20,25.24474,28.437833333333337
10,21,306.97805999999997,196.31983333333335
10,22,27.51913,31.213166666666663
10,23,47.926370000000006,44.462333333333326
10,24,9.41144,8.459666666666667
10,25,23.49575,26.446666666666665
10,26,29.47221,28.047666666666665
10,27,18.95941,20.665666666666667
10,28,11.09703,11.276333333333334
10,29,24.17506,26.47683333333333
11,1,38.54672,45.79666666666667
11,2,44.97465,51.18033333333334
11,3,42.77456,50.3505
11,4,70.47561,70.723
11,5,16.6549,18.888
11,6,0.26627,0.6743333333333333
11,7,17.449009999999998,19.174166666666668
11,8,57.347629999999995,66.18983333333333
11,9,58.07577,69.18900000000001
11,10,88.14065,67.72483333333334
11,12,35.65916,45.42100000000001
11,13,65.11358,66.46283333333334
11,14,12.80762,14.887
11,15,96.72384,79.74050000000001
11,16,48.69649,54.203
11,17,117.95939,89.97616666666666
11,18,59.51487,70.47716666666666
11,19,27.68697,26.427833333333336
11,20,48.17141,53.96183333333333
11,21,289.63156,209.20266666666663
11,22,60.78957,50.44766666666667
11,23,31.7736,31.642333333333333
11,24,71.22314999999999,60.91133333333333
11,25,45.647870000000005,49.9275
11,26,39.31661,47.376666666666665
11,27,58.045190000000005,57.3295
11,28,96.40512,74.65599999999999
11,29,44.97465,51.18033333333334
12,1,8.45935,16.845000000000002
12,2,19.28528,24.874333333333333
12,3,14.15515,17.981833333333334
12,4,44.13629,39.5425
12,5,18.6944,25.898833333333336
12,6,35.610910000000004,45.36133333333333
12,7,32.98632,40.18383333333334
12,8,19.90194,21.011166666666668
12,9,27.45039,33.533166666666666
12,10,43.784279999999995,37.55216666666667
12,11,35.34464,44.68716666666667
12,13,20.78499,26.913166666666665
12,14,30.98513,35.33883333333333
12,15,54.12921,49.685500000000005
12,16,13.857,21.906166666666664
12,17,43.91201,49.9045
12,18,23.48398,27.296666666666667
12,19,26.31729,32.14833333333333
12,20,20.92615,28.678166666666662
12,21,278.15338,177.069
12,22,36.06524,31.2505
12,23,22.35871,28.709999999999997
12,24,49.984379999999994,40.665333333333336
12,25,10.80838,17.630666666666666
12,26,7.85312,13.720333333333334
12,27,15.22524,20.929333333333332
12,28,52.04875,44.48350000000001
12,29,19.28528,24.874333333333333
13,1,22.06982,28.346
13,2,16.45445,22.2865
13,3,24.58138,31.007333333333335
13,4,17.51061,21.8795
13,5,42.51223,47.600166666666674
13,6,62.28414,67.05166666666666
13,7,51.45036,57.5795
13,8,7.665979999999999,9.209166666666668
13,9,24.27339,29.331333333333337
13,10,17.23104,21.607666666666667
13,11,62.01788,66.3775
13,12,20.7682,26.892333333333333
13,14,49.449169999999995,52.73466666666666
13,15,29.15598,34.535
13,16,12.54347,16.586166666666667
13,17,28.50408,35.050333333333334
13,18,12.30073,16.179333333333332
13,19,44.78133,49.54416666666667
13,20,17.52412,24.2475
13,21,301.27634,194.34166666666667
13,22,19.79852,27.02283333333333
13,23,37.03318,42.0055
13,24,23.05695,25.695833333333333
13,25,13.8837,19.939666666666668
13,26,18.28366,24.663666666666664
13,27,7.236260000000001,9.609833333333334
13,28,18.65556,23.46466666666667
13,29,16.45445,22.2865
14,1,28.86713,31.808833333333332
14,2,35.29506,37.19233333333333
14,3,39.45384,47.23083333333333
14,4,60.79602,56.73516666666667
14,5,13.573379999999998,15.754833333333332
14,6,14.37279,17.513166666666667
14,7,6.092359999999999,6.946
14,8,52.89407,52.50683333333333
14,9,54.75505,66.06933333333333
14,10,75.63353,53.71266666666667
14,11,14.10652,16.838833333333334
14,12,31.19176,35.582
14,13,55.43399,52.475
14,15,84.21673,65.72833333333332
14,16,39.0169,40.215
14,17,105.45227,75.96383333333333
14,18,57.52882,59.477
14,19,15.17985,12.415666666666668
14,20,35.66429,39.949666666666666
14,21,297.64646999999997,206.55583333333337
14,22,48.28245,36.435500000000005
14,23,19.26648,17.63
14,24,58.71603,46.899
14,25,35.96828,35.93966666666667
14,26,29.63702,33.38883333333333
14,27,48.36561,43.3415
14,28,83.898,60.64383333333333
14,29,35.29506,37.19233333333333
15,1,43.17712,43.034666666666666
15,2,34.389160000000004,38.708666666666666
15,3,53.72682,50.85183333333334
15,4,11.51301,15.668833333333334
15,5,63.619519999999994,62.28883333333333
15,6,87.23561,79.751
15,7,78.81219,71.44800000000001
15,8,34.94463,39.0065
15,9,50.682379999999995,49.092
15,10,12.49689,15.453
15,11,86.96934,79.07666666666667
15,12,46.59961,50.2725
15,13,31.62635,34.81033333333333
15,14,74.40064,65.43383333333334
15,16,30.47819,33.0085
15,17,36.53447,32.888
15,18,34.48312,40.711
15,19,65.14971,61.8555
15,20,35.458839999999995,40.669666666666664
15,21,317.19219,208.55166666666668
15,22,37.733230000000006,43.445
15,23,58.14047,56.69416666666667
15,24,18.04437,20.88
15,25,33.709849999999996,38.678666666666665
15,26,39.68632,40.2795
15,27,29.173509999999997,32.8975
15,28,14.2036,14.773333333333332
15,29,34.389160000000004,38.708666666666666
16,1,11.88824,16.398333333333333
16,2,3.91099,5.700333333333333
16,3,29.18755,24.5075
16,4,20.92784,23.405
16,5,32.33064,35.6525
16,6,52.10255,55.104
16,7,41.26877,45.63183333333333
16,8,15.7211,18.3075
16,9,32.32852,38.42966666666667
16,10,20.575830000000003,21.41466666666667
16,11,51.83629,54.429833333333335
16,12,16.0592,22.3595
16,13,12.49361,16.5475
16,14,39.26758,40.787
16,15,30.92076,33.548
16,17,50.39457,43.666
16,18,20.35586,25.27766666666667
16,19,34.59974,37.5965
16,20,4.980659999999999,7.661166666666667
16,21,292.65290999999996,182.20716666666667
16,22,7.25506,10.4365
16,23,26.85159,30.057833333333335
16,24,27.27363,26.271166666666662
16,25,3.2316700000000003,5.670166666666666
16,26,8.43572,12.618
16,27,5.42522,7.414
16,28,28.8403,28.345833333333335
16,29,3.91099,5.700333333333333
17,1,62.59531,52.197
17,2,53.80736,47.871
17,3,34.071949999999994,42.23800000000001
17,4,29.0611,25.319000000000003
17,5,83.03771,71.45116666666667
17,6,117.55721,89.74366666666667
17,7,91.97584,81.43066666666667
17,8,24.28036,29.47416666666667
17,9,18.4457,22.591
17,10,30.25506,24.104833333333332
17,11,117.29095,89.0695
17,12,43.92121,50.42816666666667
17,13,28.50319,34.985
17,14,104.72224,75.42666666666668
17,15,36.72454,33.46816666666667
17,16,49.89638,42.170833333333334
17,18,20.75698,25.881833333333336
17,19,95.47132,71.84833333333333
17,20,54.87703,49.832
17,21,262.01869,194.039
17,22,57.15143,52.60733333333334
17,23,77.55866,65.85666666666667
17,24,39.04374,29.853833333333338
17,25,53.12804,47.841
17,26,59.104510000000005,49.441833333333335
17,27,34.72012,40.851
17,28,22.46945,21.613333333333333
17,29,53.80736,47.871
18,1,29.55754,33.66883333333333
18,2,24.15753,30.584166666666665
18,3,17.35358,21.888
18,4,22.83315,28.948666666666668
18,5,42.13122,51.2885
18,6,59.45123,70.571
18,7,58.93807,62.9025
18,8,4.49958,6.5305
18,9,12.34056,14.870833333333334
18,10,24.29154,28.470166666666668
18,11,59.25659,70.00416666666666
18,12,24.14043,27.484333333333332
18,13,12.24377,15.840666666666667
18,14,56.93689,58.0575
18,15,32.40105,39.808
18,16,20.24655,24.88383333333333
18,17,20.77821,26.177
18,19,52.26904,54.867
18,20,25.22721,32.545
18,21,285.40538,192.61216666666667
18,22,27.5016,35.32033333333333
18,23,44.52089,47.32833333333333
18,24,33.08021,34.219166666666666
18,25,22.95564,28.029666666666667
18,26,25.77138,29.9865
18,27,14.93934,17.907333333333334
18,28,20.32898,28.172666666666665
18,29,24.15753,30.584166666666665
19,1,23.70639,28.679333333333332
19,2,30.134310000000003,34.063
19,3,53.45171,48.02133333333334
19,4,67.55174000000001,52.67766666666667
19,5,27.33446,25.9085
19,6,27.95713,27.035
19,7,19.53371,18.732166666666668
19,8,47.73332,49.37733333333333
19,9,66.74695,63.57266666666667
19,10,65.85577,49.4905
19,11,27.69086,26.360833333333336
19,12,26.03102,32.4525
19,13,50.27325,49.3455
19,14,15.12216,12.718
19,15,74.43896000000001,61.506166666666665
19,16,33.85615,37.08566666666666
19,17,95.67452,71.74183333333333
19,18,52.36808,56.3475
19,20,29.39572,35.71333333333334
19,21,316.91706,205.72116666666668
19,22,38.50469,32.21333333333333
19,23,8.8619,13.4035
19,24,48.93827,42.677
19,25,30.80753,32.81033333333333
19,26,24.47627,30.2595
19,27,43.20486,40.21216666666667
19,28,74.12022999999999,56.42166666666667
19,29,30.134310000000003,34.063
20,1,9.24861,15.8675
20,2,1.70565,3.6128333333333336
20,3,34.15543,32.13883333333333
20,4,25.89572,31.036333333333335
20,5,29.7897,35.5525
20,6,50.99491,54.48266666666667
20,7,37.66064,45.220166666666664
20,8,20.68898,25.93883333333333
20,9,37.29639,46.061166666666665
20,10,25.5437,29.046
20,11,50.72864,53.8085
20,12,17.518189999999997,28.382833333333338
20,13,17.461479999999998,24.178833333333333
20,14,38.15994,40.16566666666667
20,15,35.88864,41.17933333333334
20,16,4.967890000000001,7.631333333333333
20,17,55.362449999999995,51.297333333333334
20,18,25.32373,32.909
20,19,28.85451,36.19016666666666
20,21,297.62078,189.83866666666663
20,22,4.29416,7.896166666666667
20,23,20.511560000000003,25.145
20,24,25.034560000000003,31.188333333333333
20,25,7.65251,12.5315
20,26,11.20642,18.356833333333334
20,27,10.3931,15.045333333333334
20,28,33.80817,35.977333333333334
20,29,1.70565,3.6128333333333336
21,1,293.18569,183.7475
21,2,297.59131,188.08866666666663
21,3,269.14609,172.57466666666667
21,4,307.37996999999996,198.13166666666663
21,5,284.15694,190.17066666666668
21,6,289.665,209.0915
21,7,303.64113000000003,212.08233333333337
21,8,289.99369,188.5355
21,9,284.44731,191.41316666666668
21,10,307.02797,196.14133333333336
21,11,289.47034,208.52466666666663
21,12,277.28628000000003,176.13616666666667
21,13,302.01794,193.87150000000003
21,14,297.63344,205.70466666666667
21,15,317.37291,208.27466666666663
21,16,292.84621999999996,182.92683333333335
21,17,262.11853,192.98066666666668
21,18,285.88640999999996,192.70133333333337
21,19,315.89719,204.94583333333333
21,20,297.82684,190.588
21,22,299.30894,189.83966666666663
21,23,308.14903000000004,197.40716666666668
21,24,313.22805999999997,199.2545
21,25,286.94471999999996,179.547
21,26,289.69488,180.9925
21,27,294.94956,184.738
21,28,315.29244,203.0725
21,29,297.59131,188.08866666666663
22,1,13.17129,21.736
22,2,5.628340000000001,9.481166666666669
22,3,37.23276,34.862833333333334
22,4,26.50533,33.452
22,5,34.51269,40.44533333333333
22,6,59.85905,50.44616666666666
22,7,51.43564,42.14333333333333
22,8,23.0252,29.270166666666668
22,9,39.63262,49.39233333333333
22,10,26.15331,31.4615
22,11,59.59279,49.772000000000006
22,12,22.228240000000003,32.723
22,13,19.79771,27.51
22,14,47.024080000000005,36.12916666666667
22,15,36.49825,43.595
22,16,7.30411,10.962666666666667
22,17,55.97206,53.712833333333336
22,18,27.65996,36.24033333333333
22,19,37.77316,32.55083333333333
22,20,5.20688,9.216166666666668
22,21,300.69813,192.56266666666667
22,23,22.41061,28.225666666666665
22,24,22.87821,27.549
22,25,10.3424,16.439333333333334
22,26,15.54645,23.387166666666666
22,27,12.72932,18.376666666666665
22,28,34.417790000000004,38.392833333333336
22,29,5.628340000000001,9.481166666666669
23,1,16.34544,20.607833333333335
23,2,18.98514,26.14333333333333
23,3,46.10116,40.522166666666664
23,4,48.28473,46.1065
23,5,22.76446,28.225
23,6,32.3518,31.598666666666663
23,7,23.92838,23.295833333333334
23,8,40.38278,41.878166666666665
23,9,59.3964,56.0735
23,10,47.93271,44.116166666666665
23,11,32.08553,30.924333333333333
23,12,22.50713,29.4015
23,13,42.9227,41.846333333333334
23,14,19.51683,17.28166666666667
23,15,58.27765,56.2495
23,16,26.50561,29.5865
23,17,77.75146000000001,66.3675
23,18,45.01753,48.848333333333336
23,19,8.5871,12.816
23,20,20.50232,25.150166666666667
23,21,309.56653,198.222
23,22,24.79648,33.04633333333333
23,24,45.42012,44.96716666666667
23,25,23.45699,25.311
23,26,18.95576,24.477500000000003
23,27,35.85432,32.713
23,28,56.19718,51.0475
23,29,18.98514,26.14333333333333
24,1,38.8344,32.990833333333335
24,2,29.26783,30.607000000000003
24,3,49.3841,40.808166666666665
24,4,12.47132,11.609666666666667
24,5,59.2768,52.245
24,6,70.7679,60.60066666666667
24,7,62.34448,52.29783333333333
24,8,30.183439999999997,33.06466666666667
24,9,54.742,46.87766666666666
24,10,10.77534,8.422333333333333
24,11,70.50163,59.9265
24,12,42.25689,40.228833333333334
24,13,24.83329,27.084166666666665
24,14,57.93293,46.28366666666667
24,15,19.35853,20.438
24,16,28.80409,26.411833333333337
24,17,40.594080000000005,30.67366666666667
24,18,36.22976,37.1875
24,19,48.682,42.70516666666666
24,20,30.33751,32.56783333333333
24,21,312.84947,198.5078333333333
24,22,25.34095,26.7325
24,23,44.65895,43.173
24,25,32.59346,28.790333333333333
24,26,35.343599999999995,30.235833333333336
24,27,27.49941,26.300833333333333
24,28,19.039810000000003,15.353666666666667
24,29,29.26783,30.607000000000003
25,1,8.82036,12.112333333333334
25,2,6.42446,10.614666666666666
25,3,24.67605,22.125166666666665
25,4,26.85962,27.7095
25,5,29.26276,31.3665
25,6,49.03468,50.81816666666667
25,7,38.20089,41.346
25,8,18.483790000000003,21.352666666666668
25,9,37.97129,37.6765
25,10,26.5076,25.71916666666667
25,11,48.76841,50.144
25,12,12.99132,18.073666666666668
25,13,13.83984,19.9425
25,14,36.1997,36.50116666666667
25,15,36.85254,37.852666666666664
25,16,3.23553,5.675833333333333
25,17,56.326339999999995,47.9705
25,18,23.11854,28.323
25,19,31.53186,33.31066666666667
25,20,7.49413,12.5755
25,21,288.14140999999995,179.825
25,22,10.29721,15.919
25,23,23.78371,25.772
25,24,32.7077,28.8325
25,26,5.36784,8.332
25,27,7.54604,11.838
25,28,34.77207,32.6505
25,29,6.42446,10.614666666666666
26,1,8.87907,10.936333333333332
26,2,13.28472,15.2775
26,3,27.74132,24.659333333333333
26,4,29.92489,30.243833333333335
26,5,22.58738,28.632
26,6,42.359300000000005,48.083666666666666
26,7,31.52552,38.6115
26,8,21.73361,24.601
26,9,41.036559999999994,40.21066666666666
26,10,29.57287,28.2535
26,11,42.09303,47.40933333333333
26,12,7.7011,13.318
26,13,18.65613,25.859333333333332
26,14,29.524330000000003,33.7665
26,15,39.9178,40.386833333333335
26,16,7.856439999999999,12.309166666666666
26,17,59.39162,50.50483333333333
26,18,26.36837,31.571166666666667
26,19,24.85649,30.576
26,20,11.15358,18.178166666666662
26,21,291.20669,182.35916666666665
26,22,21.85384,21.951833333333333
26,23,19.00246,24.421166666666668
26,24,35.77297,31.366666666666667
26,25,4.8078199999999995,8.033833333333332
26,27,17.49447,16.850166666666667
26,28,37.83734,35.184666666666665
26,29,13.28472,15.2775
27,1,20.15413,19.80666666666667
27,2,9.34728,13.268333333333334
27,3,21.44819,26.407
27,4,18.87971,21.839166666666664
27,5,40.59654,39.060833333333335
27,6,60.36845,58.51233333333333
27,7,49.53467,49.040166666666664
27,8,10.41061,11.312666666666669
27,9,27.01802,31.435
27,10,18.5277,19.848833333333335
27,11,60.10218,57.838166666666666
27,12,15.21076,20.879833333333337
27,13,7.18311,9.552666666666664
27,14,47.53348,44.19533333333333
27,15,28.87263,31.982166666666668
27,16,5.436310000000001,7.568166666666667
27,17,34.69715,40.710166666666666
27,18,15.04536,18.282833333333333
27,19,42.86564,41.00483333333333
27,20,10.41696,15.229333333333331
27,21,294.16919,185.32366666666667
27,22,12.69135,18.004666666666665
27,23,35.11749,33.466166666666666
27,24,25.22551,24.705333333333332
27,25,7.54604,11.838
27,26,11.946,16.562
27,28,26.79217,26.780166666666663
27,29,9.34728,13.268333333333334
28,1,41.32361,37.83883333333333
28,2,32.53566,33.51283333333333
28,3,51.87331,45.656
28,4,7.7894,10.960833333333332
28,5,61.76602,57.093
28,6,96.28552,75.38550000000001
28,7,70.70415,67.0725
28,8,21.81151,26.796833333333332
28,9,35.845819999999996,35.538333333333334
28,10,8.98337,9.746666666666666
28,11,96.01925,74.71133333333334
28,12,44.74611,45.07666666666667
28,13,18.49323,22.600666666666665
28,14,83.45055,61.0685
28,15,14.06858,15.466666666666669
28,16,28.62469,27.812666666666665
28,17,21.6979,19.334333333333333
28,18,28.09859,27.5655
28,19,74.19963,57.49016666666667
28,20,33.60534,35.47383333333333
28,21,315.33869,203.35583333333335
28,22,35.87973,38.24916666666666
28,23,56.28697,51.498333333333335
28,24,17.77204,15.495666666666668
28,25,31.85634,33.48266666666667
28,26,37.832809999999995,35.083666666666666
28,27,27.32,27.701666666666664
28,29,32.53566,33.51283333333333
29,1,7.771319999999999,12.982
29,2,0.0,0.0
29,3,33.12739,30.526333333333337
29,4,24.86769,29.424
29,5,28.31241,32.667
29,6,48.08433,52.11866666666666
29,7,37.25054,42.6465
29,8,19.66095,24.3265
29,9,36.26836,44.44866666666667
29,10,24.515669999999997,27.433666666666667
29,11,47.81805,51.44433333333333
29,12,16.0409,25.497333333333337
29,13,16.43345,22.566333333333333
29,14,35.24936,37.8015
29,15,34.86061,39.567
29,16,3.93986,6.019
29,17,54.33442,49.68483333333334
29,18,24.2957,31.296666666666667
29,19,30.58151,34.61116666666667
29,20,1.66854,3.8886666666666665
29,21,296.59275,188.22616666666667
29,22,5.514189999999999,9.197333333333336
29,23,18.78779,25.297166666666666
29,24,29.52525,31.6385
29,25,6.624479999999999,10.919166666666666
29,26,10.17839,16.744333333333334
29,27,9.36507,13.433
29,28,32.78014,34.36483333333333
