origin_id,destination_id,distance_km,time_min
0,1,18.24803,14.677666666666664
0,2,14.68552,17.816333333333333
0,3,27.41642,34.26433333333333
0,4,38.94797,29.7885
0,5,44.3183,34.11783333333333
0,6,44.01329,33.70616666666667
0,7,39.45232,32.53783333333333
0,8,38.83743,47.17316666666667
0,9,22.48813,26.585500000000003
0,10,21.78685,26.3385
0,11,14.56537,17.636166666666668
0,12,26.28029,28.232833333333335
0,13,17.98521,24.538
0,14,28.92012,36.03933333333334
0,15,26.609810000000003,19.23
0,16,26.35267,20.1775
0,17,33.096599999999995,39.80783333333333
0,18,22.77282,26.88083333333333
0,19,28.89462,23.219333333333335
0,20,32.11066,37.67466666666667
0,21,9.3951,13.616833333333334
0,22,34.826879999999996,42.33866666666667
0,23,24.86643,17.125666666666667
0,24,29.1309,25.719
0,25,22.80275,27.071166666666667
0,26,68.15602,51.223166666666664
0,27,30.82351,39.7445
0,28,26.51833,20.629833333333337
0,29,38.20243,33.664833333333334
0,30,11.87869,17.06566666666667
0,31,20.99817,16.123166666666666
0,32,8.85374,11.905833333333334
0,33,46.60486,38.27333333333333
0,34,52.3167,48.311
0,35,28.95896,35.32683333333333
0,36,26.31352,18.320833333333333
0,37,8.702129999999999,11.701666666666666
0,38,9.42206,12.854833333333334
0,39,41.5198,52.598166666666664
0,40,48.67693,43.40566666666667
0,41,30.84281,39.77016666666667
0,42,20.93898,16.591166666666666
0,43,44.33097,52.89433333333333
0,44,32.1684,39.13783333333333
0,45,24.15025,18.057833333333335
0,46,44.35461,38.314
0,47,23.04777,28.744000000000003
0,48,35.9357,25.841833333333337
0,49,5.851229999999999,6.984166666666667
0,50,28.89462,23.219333333333335
0,51,24.10336,31.037333333333333
0,52,38.82668,29.5885
0,53,44.27844,39.886
0,54,22.186259999999997,29.21466666666667
0,55,41.2501,52.16733333333333
0,56,10.81711,17.02466666666667
0,57,30.532259999999997,37.1625
0,58,36.91171,42.227666666666664
0,59,38.09629,28.171333333333333
0,60,40.99636,51.642833333333336
0,61,32.36396,37.91133333333333
0,62,17.76629,23.4535
0,63,38.32778,32.4485
0,64,44.38478,31.7155
0,65,34.473169999999996,44.84583333333333
0,66,40.115480000000005,48.70133333333333
0,67,27.57237,34.13916666666667
0,68,23.97612,29.163
0,69,6.28891,7.895333333333334
1,0,20.46229,16.566
1,2,30.66029,28.30666666666667
1,3,26.77988,28.437166666666663
1,4,23.27936,23.022666666666662
1,5,32.49412,28.573500000000003
1,6,32.189119999999996,28.161833333333337
1,7,23.78371,25.772
1,8,38.20089,41.346
1,9,23.66948,28.98966666666667
1,10,19.484779999999997,24.022333333333332
1,11,30.54014,28.12633333333333
1,12,41.72133,37.269
1,13,17.34867,18.710833333333333
1,14,28.28359,30.21216666666667
1,15,7.26242,10.422
1,16,14.5285,14.633166666666666
1,17,34.77077,42.608
1,18,23.08862,28.13266666666667
1,19,6.42446,10.614666666666666
1,20,40.57414,47.907
1,21,25.36987,24.107166666666668
1,22,30.27338,36.010999999999996
1,23,13.04225,11.5815
1,24,7.49413,12.5755
1,25,23.11854,28.323
1,26,56.33184,45.67883333333334
1,27,35.48641000000001,37.732
1,28,7.810770000000001,12.598666666666666
1,29,26.37825,28.1205
1,30,13.74193,20.598333333333336
1,31,5.36784,8.332
1,32,24.82851,22.396166666666662
1,33,34.78069,32.729
1,34,40.49252,42.766666666666666
1,35,33.1174,42.343833333333336
1,36,10.64491,11.555
1,37,24.6769,22.192
1,38,25.39683,23.345166666666668
1,39,49.58518,49.28633333333333
1,40,36.85276,37.8615
1,41,35.50571,37.757666666666665
1,42,4.975,8.898333333333333
1,43,49.06104,50.90266666666666
1,44,31.53186,33.31066666666667
1,45,3.23553,5.675833333333333
1,46,32.53044,32.769666666666666
1,47,23.781,28.762166666666666
1,48,24.11152,20.2975
1,49,12.99114,18.061333333333337
1,50,6.42446,10.614666666666666
1,51,27.52349,33.276666666666664
1,52,23.158060000000003,22.822666666666667
1,53,28.60982,33.12016666666667
1,54,21.54972,23.3875
1,55,48.76841,50.144
1,56,8.01891,11.311333333333332
1,57,46.50703,47.65266666666666
1,58,36.27517,36.4005
1,59,22.42768,21.405666666666665
1,60,47.72402,47.80233333333333
1,61,40.31125,47.29683333333333
1,62,10.15959,15.672666666666666
1,63,26.5036,26.904166666666665
1,64,32.5606,26.171166666666668
1,65,39.847559999999994,49.602666666666664
1,66,56.32657,47.97933333333334
1,67,26.935830000000003,28.312
1,68,17.672060000000002,25.231333333333335
1,69,11.69618,17.951666666666664
2,0,15.69612,20.011166666666668
2,1,22.43121,30.863
2,3,20.84442,26.1745
2,4,33.731660000000005,36.00816666666666
2,5,57.323809999999995,50.54266666666667
2,6,57.018800000000006,50.131
2,7,26.25737,31.60216666666667
2,8,32.79284,37.88933333333333
2,9,30.26185,36.89566666666666
2,10,32.16905,37.593833333333336
2,11,0.60054,1.6696666666666669
2,12,10.63524,15.708833333333333
2,13,16.954909999999998,23.2505
2,14,25.606630000000003,29.6285
2,15,39.61532,35.654833333333336
2,16,39.35819,36.602333333333334
2,17,40.23661,48.64816666666666
2,18,30.54655,37.19116666666666
2,19,28.32093,33.77816666666667
2,20,39.25066,46.51483333333333
2,21,14.52913,19.169833333333333
2,22,31.51338,35.92766666666667
2,23,37.87194,33.550666666666665
2,24,29.9618,37.582
2,25,30.57647,37.38133333333334
2,26,59.285059999999994,63.745
2,27,19.532310000000003,22.343
2,28,30.86153,36.8305
2,29,51.20795,50.089666666666666
2,30,8.63926,10.202666666666666
2,31,18.2778,25.6445
2,32,13.98777,17.458833333333335
2,33,59.61038,54.698166666666665
2,34,65.32221,64.73583333333333
2,35,16.48978,18.421333333333333
2,36,19.627560000000003,23.84466666666667
2,37,13.83616,17.254666666666665
2,38,16.562060000000002,21.695
2,39,30.2286,35.19666666666667
2,40,61.68245,59.830666666666666
2,41,19.55161,22.368666666666662
2,42,18.28599,26.0095
2,43,30.25154,35.52466666666667
2,44,28.8549,32.727
2,45,37.15576,34.48266666666667
2,46,57.36013,54.73883333333333
2,47,33.429970000000004,39.99933333333333
2,48,48.94121,42.266666666666666
2,49,13.51291,19.394
2,50,28.32093,33.77816666666667
2,51,31.24337,39.87766666666666
2,52,33.61036,35.808166666666665
2,53,30.09027,33.819833333333335
2,54,18.14386,21.832
2,55,29.9589,34.76583333333333
2,56,17.274919999999998,22.761000000000003
2,57,37.559,44.77183333333333
2,58,25.66143,29.40266666666667
2,59,32.87998,34.391
2,60,29.70516,34.24133333333334
2,61,39.50396,46.7515
2,62,28.79995,35.57266666666667
2,63,51.33329,48.873333333333335
2,64,57.39029,48.14033333333334
2,65,41.61318,53.686
2,66,47.255480000000006,57.541666666666664
2,67,22.2175,27.682166666666667
2,68,34.358309999999996,40.41833333333333
2,69,13.24716,18.749333333333333
3,0,27.1371,34.272333333333336
